date,areaName,admissions,admissionsRollingRate,patients,patientsMv
2020-05-19,Scotland,13,2.7999999999999998224,969,59
2020-05-20,Scotland,18,2.7000000000000001776,943,53
2020-05-21,Scotland,14,2.3999999999999999112,909,51
2020-05-22,Scotland,15,2.1000000000000000888,874,50
2020-05-23,Scotland,14,2,841,50
2020-05-24,Scotland,8,2,845,44
2020-05-25,Scotland,13,1.7000000000000001776,849,40
2020-05-26,Scotland,14,1.8000000000000000444,833,35
2020-05-27,Scotland,11,1.6000000000000000888,810,38
2020-05-28,Scotland,6,1.5,797,37
2020-05-29,Scotland,10,1.3999999999999999112,769,40
2020-05-30,Scotland,4,1.1999999999999999556,735,33
2020-05-31,Scotland,10,1.1999999999999999556,732,27
2020-06-01,Scotland,7,1.1000000000000000888,735,27
2020-06-02,Scotland,5,1,712,34
2020-06-03,Scotland,9,0.9000000000000000222,706,34
2020-06-04,Scotland,7,1,685,28
2020-06-05,Scotland,10,1,676,23
2020-06-06,Scotland,5,1,646,20
2020-06-07,Scotland,7,0.9000000000000000222,646,25
2020-06-08,Scotland,3,0.80000000000000004441,655,24
2020-06-09,Scotland,5,0.80000000000000004441,641,21
2020-06-10,Scotland,8,0.80000000000000004441,623,18
2020-06-11,Scotland,7,0.80000000000000004441,610,21
2020-06-12,Scotland,2,0.70000000000000006661,590,23
2020-06-13,Scotland,4,0.70000000000000006661,582,20
2020-06-14,Scotland,6,0.60000000000000008882,575,15
2020-06-15,Scotland,7,0.70000000000000006661,578,18
2020-06-16,Scotland,5,0.70000000000000006661,567,19
2020-06-17,Scotland,6,0.70000000000000006661,552,22
2020-06-18,Scotland,4,0.60000000000000008882,544,22
2020-06-19,Scotland,4,0.70000000000000006661,518,18
2020-06-20,Scotland,2,0.60000000000000008882,511,14
2020-06-21,Scotland,1,0.5,518,16
2020-06-22,Scotland,8,0.5,515,15
2020-06-23,Scotland,6,0.60000000000000008882,512,21
2020-06-24,Scotland,4,0.5,489,23
2020-06-25,Scotland,2,0.5,472,18
2020-06-26,Scotland,1,0.4000000000000000222,467,17
2020-06-27,Scotland,4,0.5,456,16
2020-06-28,Scotland,3,0.5,453,13
2020-06-29,Scotland,2,0.4000000000000000222,453,10
2020-06-30,Scotland,0,0.30000000000000004441,450,19
2020-07-01,Scotland,3,0.30000000000000004441,439,17
2020-07-02,Scotland,2,0.30000000000000004441,432,9
2020-07-03,Scotland,2,0.30000000000000004441,422,12
2020-07-04,Scotland,1,0.2000000000000000111,429,19
2020-07-05,Scotland,2,0.2000000000000000111,424,11
2020-07-06,Scotland,3,0.2000000000000000111,384,8
2020-07-07,Scotland,1,0.30000000000000004441,376,7
2020-07-08,Scotland,1,0.2000000000000000111,358,11
2020-07-09,Scotland,0,0.2000000000000000111,342,9
2020-07-10,Scotland,4,0.2000000000000000111,337,12
2020-07-11,Scotland,3,0.30000000000000004441,323,6
2020-07-12,Scotland,1,0.2000000000000000111,330,6
2020-07-13,Scotland,1,0.2000000000000000111,335,6
2020-07-14,Scotland,0,0.2000000000000000111,327,12
2020-07-15,Scotland,1,0.2000000000000000111,329,6
2020-07-16,Scotland,3,0.2000000000000000111,320,6
2020-07-17,Scotland,2,0.2000000000000000111,316,9
2020-07-18,Scotland,1,0.2000000000000000111,305,8
2020-07-19,Scotland,2,0.2000000000000000111,302,4
2020-07-20,Scotland,0,0.2000000000000000111,299,10
2020-07-21,Scotland,1,0.2000000000000000111,303,20
2020-07-22,Scotland,2,0.2000000000000000111,295,3
2020-07-23,Scotland,3,0.2000000000000000111,287,2
2020-07-24,Scotland,1,0.2000000000000000111,278,2
2020-07-25,Scotland,6,0.30000000000000004441,270,2
2020-07-26,Scotland,0,0.2000000000000000111,267,2
2020-07-27,Scotland,3,0.30000000000000004441,270,2
2020-07-28,Scotland,0,0.30000000000000004441,264,2
2020-07-29,Scotland,3,0.30000000000000004441,260,2
2020-07-30,Scotland,3,0.30000000000000004441,260,2
2020-07-31,Scotland,3,0.30000000000000004441,255,4
2020-08-01,Scotland,2,0.30000000000000004441,260,3
2020-08-02,Scotland,0,0.30000000000000004441,265,3
2020-08-03,Scotland,4,0.30000000000000004441,265,3
2020-08-04,Scotland,2,0.30000000000000004441,270,3
2020-08-05,Scotland,5,0.30000000000000004441,267,3
2020-08-06,Scotland,0,0.30000000000000004441,270,4
2020-08-07,Scotland,4,0.30000000000000004441,262,4
2020-08-08,Scotland,3,0.30000000000000004441,261,3
2020-08-09,Scotland,0,0.30000000000000004441,261,3
2020-08-10,Scotland,5,0.30000000000000004441,267,3
2020-08-11,Scotland,2,0.30000000000000004441,269,3
2020-08-12,Scotland,2,0.30000000000000004441,265,3
2020-08-13,Scotland,3,0.30000000000000004441,258,3
2020-08-14,Scotland,6,0.4000000000000000222,253,3
2020-08-15,Scotland,7,0.5,244,3
2020-08-16,Scotland,2,0.5,243,3
2020-08-17,Scotland,6,0.5,248,3
2020-08-18,Scotland,5,0.60000000000000008882,254,3
2020-08-19,Scotland,6,0.60000000000000008882,248,2
2020-08-20,Scotland,8,0.70000000000000006661,249,2
2020-08-21,Scotland,4,0.70000000000000006661,254,2
2020-08-22,Scotland,5,0.70000000000000006661,246,2
2020-08-23,Scotland,1,0.60000000000000008882,245,2
2020-08-24,Scotland,8,0.70000000000000006661,248,1
2020-08-25,Scotland,11,0.80000000000000004441,243,1
2020-08-26,Scotland,11,0.9000000000000000222,249,2
2020-08-27,Scotland,9,0.9000000000000000222,257,2
2020-08-28,Scotland,5,0.9000000000000000222,255,3
2020-08-29,Scotland,4,0.9000000000000000222,258,5
2020-08-30,Scotland,3,0.9000000000000000222,251,5
2020-08-31,Scotland,5,0.9000000000000000222,258,5
2020-09-01,Scotland,3,0.70000000000000006661,264,6
2020-09-02,Scotland,7,0.70000000000000006661,258,5
2020-09-03,Scotland,3,0.5,259,4
2020-09-04,Scotland,15,0.70000000000000006661,258,4
2020-09-05,Scotland,8,0.80000000000000004441,251,2
2020-09-06,Scotland,7,0.9000000000000000222,245,4
2020-09-07,Scotland,11,1,256,5
2020-09-08,Scotland,11,1.1000000000000000888,267,6
2020-09-09,Scotland,7,1.1000000000000000888,274,6
2020-09-10,Scotland,19,1.3999999999999999112,266,7
2020-09-11,Scotland,19,1.5,45,6
2020-09-12,Scotland,14,1.6000000000000000888,42,7
2020-09-13,Scotland,12,1.7000000000000001776,45,6
2020-09-14,Scotland,16,1.8000000000000000444,51,6
2020-09-15,Scotland,20,2,48,6
2020-09-16,Scotland,34,2.5,51,6
2020-09-17,Scotland,19,2.5,52,5
2020-09-18,Scotland,14,2.3999999999999999112,61,5
2020-09-19,Scotland,18,2.3999999999999999112,64,9
2020-09-20,Scotland,18,2.5,63,9
2020-09-21,Scotland,24,2.7000000000000001776,73,8
2020-09-22,Scotland,31,2.8999999999999999112,73,10
2020-09-23,Scotland,24,2.7000000000000001776,83,10
2020-09-24,Scotland,32,2.8999999999999999112,85,10
2020-09-25,Scotland,37,3.3999999999999999112,89,11
2020-09-26,Scotland,34,3.7000000000000001776,99,11
2020-09-27,Scotland,31,3.8999999999999999112,105,12
2020-09-28,Scotland,44,4.2999999999999998224,122,16
2020-09-29,Scotland,31,4.2999999999999998224,123,16
2020-09-30,Scotland,48,4.7000000000000001776,137,15
2020-10-01,Scotland,60,5.2000000000000001776,154,17
2020-10-02,Scotland,54,5.5,175,19
2020-10-03,Scotland,44,5.7000000000000001776,191,23
2020-10-04,Scotland,41,5.9000000000000003553,210,22
2020-10-05,Scotland,69,6.4000000000000003553,218,22
2020-10-06,Scotland,91,7.4000000000000003553,262,25
2020-10-07,Scotland,77,8,319,28
2020-10-08,Scotland,93,8.5999999999999996447,377,31
2020-10-09,Scotland,76,9,397,31
2020-10-10,Scotland,71,9.5,432,34
2020-10-11,Scotland,79,10.199999999999999289,449,35
2020-10-12,Scotland,103,10.800000000000000711,487,36
2020-10-13,Scotland,116,11.300000000000000711,527,35
2020-10-14,Scotland,114,11.900000000000000355,570,49
2020-10-15,Scotland,104,12.099999999999999645,601,52
2020-10-16,Scotland,126,13.099999999999999645,627,58
2020-10-17,Scotland,82,13.300000000000000711,672,62
2020-10-18,Scotland,83,13.300000000000000711,712,63
2020-10-19,Scotland,128,13.800000000000000711,755,61
2020-10-20,Scotland,130,14,824,70
2020-10-21,Scotland,128,14.300000000000000711,873,73
2020-10-22,Scotland,127,14.699999999999999289,934,74
2020-10-23,Scotland,122,14.599999999999999645,975,76
2020-10-24,Scotland,115,15.199999999999999289,985,84
2020-10-25,Scotland,108,15.699999999999999289,1016,86
2020-10-26,Scotland,130,15.699999999999999289,1052,90
2020-10-27,Scotland,128,15.699999999999999289,1100,82
2020-10-28,Scotland,122,15.599999999999999645,1117,85
2020-10-29,Scotland,95,15,1152,86
2020-10-30,Scotland,119,15,1171,83
2020-10-31,Scotland,102,14.699999999999999289,1149,80
2020-11-01,Scotland,94,14.5,1193,81
2020-11-02,Scotland,106,14,1235,93
2020-11-03,Scotland,106,13.599999999999999645,1264,92
2020-11-04,Scotland,113,13.5,1257,94
2020-11-05,Scotland,97,13.5,1252,95
2020-11-06,Scotland,95,13.099999999999999645,1237,98
2020-11-07,Scotland,83,12.699999999999999289,1245,105
2020-11-08,Scotland,76,12.400000000000000355,1245,111
2020-11-09,Scotland,98,12.199999999999999289,1226,105
2020-11-10,Scotland,100,12.099999999999999645,1239,102
2020-11-11,Scotland,115,12.199999999999999289,1235,93
2020-11-12,Scotland,110,12.400000000000000355,1207,98
2020-11-13,Scotland,107,12.599999999999999645,1228,96
2020-11-14,Scotland,96,12.800000000000000711,1198,92
2020-11-15,Scotland,90,13.099999999999999645,1241,100
2020-11-16,Scotland,92,13,1227,98
2020-11-17,Scotland,108,13.099999999999999645,1249,95
2020-11-18,Scotland,92,12.699999999999999289,1241,88
2020-11-19,Scotland,95,12.400000000000000355,1212,85
2020-11-20,Scotland,104,12.400000000000000355,1234,88
2020-11-21,Scotland,86,12.199999999999999289,1194,100
2020-11-22,Scotland,64,11.699999999999999289,1170,95
2020-11-23,Scotland,106,12,1208,84
2020-11-24,Scotland,102,11.900000000000000355,1197,84
2020-11-25,Scotland,85,11.800000000000000711,1156,84
2020-11-26,Scotland,101,11.900000000000000355,1125,90
2020-11-27,Scotland,93,11.699999999999999289,1099,80
2020-11-28,Scotland,62,11.199999999999999289,1074,77
2020-11-29,Scotland,64,11.199999999999999289,1049,76
2020-11-30,Scotland,86,10.900000000000000355,1041,75
2020-12-01,Scotland,80,10.5,1021,70
2020-12-02,Scotland,105,10.800000000000000711,991,68
2020-12-03,Scotland,75,10.300000000000000711,982,69
2020-12-04,Scotland,88,10.300000000000000711,965,65
2020-12-05,Scotland,80,10.599999999999999645,945,64
2020-12-06,Scotland,63,10.599999999999999645,951,62
2020-12-07,Scotland,90,10.599999999999999645,974,59
2020-12-08,Scotland,105,11.099999999999999645,983,57
2020-12-09,Scotland,94,10.900000000000000355,972,50
2020-12-10,Scotland,92,11.199999999999999289,984,52
2020-12-11,Scotland,91,11.300000000000000711,999,53
2020-12-12,Scotland,69,11.099999999999999645,994,52
2020-12-13,Scotland,72,11.199999999999999289,1015,47
2020-12-14,Scotland,93,11.300000000000000711,1012,46
2020-12-15,Scotland,84,10.900000000000000355,996,45
2020-12-16,Scotland,108,11.099999999999999645,1031,49
2020-12-17,Scotland,98,11.300000000000000711,1012,50
2020-12-18,Scotland,88,11.199999999999999289,1032,50
2020-12-19,Scotland,93,11.599999999999999645,1033,53
2020-12-20,Scotland,68,11.599999999999999645,1061,58
2020-12-21,Scotland,105,11.800000000000000711,1078,59
2020-12-22,Scotland,99,12.099999999999999645,1045,60
2020-12-23,Scotland,101,11.900000000000000355,1025,56
2020-12-24,Scotland,96,11.900000000000000355,1008,56
2020-12-25,Scotland,80,11.800000000000000711,973,47
2020-12-26,Scotland,108,12,985,52
2020-12-27,Scotland,145,13.400000000000000355,993,54
2020-12-28,Scotland,150,14.300000000000000711,1040,56
2020-12-29,Scotland,153,15.199999999999999289,1092,65
2020-12-30,Scotland,186,16.800000000000000711,1133,69
2020-12-31,Scotland,169,18.100000000000001421,1174,70
2021-01-01,Scotland,136,19.199999999999999289,1189,73
2021-01-02,Scotland,150,19.899999999999998579,1212,78
2021-01-03,Scotland,137,19.800000000000000711,1246,81
2021-01-04,Scotland,185,20.399999999999998579,1282,83
2021-01-05,Scotland,193,21.199999999999999289,1347,93
2021-01-06,Scotland,198,21.399999999999998579,1384,95
2021-01-07,Scotland,199,21.899999999999998579,1467,100
2021-01-08,Scotland,198,23.100000000000001421,1530,102
2021-01-09,Scotland,180,23.600000000000001421,1596,109
2021-01-10,Scotland,163,24.100000000000001421,1598,123
2021-01-11,Scotland,241,25.100000000000001421,1664,126
2021-01-12,Scotland,203,25.300000000000000711,1717,133
2021-01-13,Scotland,178,24.899999999999998579,1794,134
2021-01-14,Scotland,202,25,1840,142
2021-01-15,Scotland,176,24.600000000000001421,1881,141
2021-01-16,Scotland,169,24.399999999999998579,1893,145
2021-01-17,Scotland,158,24.300000000000000711,1918,147
2021-01-18,Scotland,174,23.100000000000001421,1959,146
2021-01-19,Scotland,194,22.899999999999998579,1989,150
2021-01-20,Scotland,181,23,2003,156
2021-01-21,Scotland,190,22.699999999999999289,2004,161
2021-01-22,Scotland,165,22.5,2053,161
2021-01-23,Scotland,142,22,2026,159
2021-01-24,Scotland,119,21.300000000000000711,2010,157
2021-01-25,Scotland,146,20.800000000000000711,2016,151
2021-01-26,Scotland,151,20,2010,149
2021-01-27,Scotland,150,19.5,2016,145
2021-01-28,Scotland,136,18.5,1983,142
2021-01-29,Scotland,145,18.100000000000001421,1958,144
2021-01-30,Scotland,113,17.600000000000001421,1952,142
2021-01-31,Scotland,101,17.199999999999999289,1941,143
2021-02-01,Scotland,121,16.800000000000000711,1958,143
2021-02-02,Scotland,109,16,1934,143
2021-02-03,Scotland,108,15.199999999999999289,1865,131
2021-02-04,Scotland,108,14.699999999999999289,1812,127
2021-02-05,Scotland,113,14.099999999999999645,1794,123
2021-02-06,Scotland,89,13.699999999999999289,1729,117
2021-02-07,Scotland,91,13.5,1710,108
2021-02-08,Scotland,79,12.800000000000000711,1672,108
2021-02-09,Scotland,94,12.5,1618,112
2021-02-10,Scotland,79,12,1542,113
2021-02-11,Scotland,90,11.599999999999999645,1499,109
2021-02-12,Scotland,85,11.099999999999999645,1472,115
2021-02-13,Scotland,69,10.699999999999999289,1449,110
2021-02-14,Scotland,63,10.199999999999999289,1443,104
2021-02-15,Scotland,84,10.300000000000000711,1428,102
2021-02-16,Scotland,93,10.300000000000000711,1383,100
2021-02-17,Scotland,64,10,1317,99
2021-02-18,Scotland,69,9.5999999999999996447,1261,95
2021-02-19,Scotland,82,9.5999999999999996447,1222,98
2021-02-20,Scotland,74,9.6999999999999992895,1154,98
2021-02-21,Scotland,59,9.5999999999999996447,1132,99
2021-02-22,Scotland,68,9.3000000000000007105,1141,99
2021-02-23,Scotland,,0,1076,93
2021-02-24,Scotland,,0,1018,93
2021-02-25,Scotland,,0,967,89
2021-02-26,Scotland,,0,,
